Unnamed: 0,title,genres
6424,the cenci,"{'historical', 'roman', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'read-for-school', 'school', 'drama', 'poetry', 'plays'}"
6425,through the malay archipelago,{'travel'}
6426,cautionary tales for children,"{'comics', 'comedy', 'non-fiction', 'art', 'horror', 'fantasy', 'novels', 'literature', 'fiction', 'graphic-novels', '20th-century', 'childrens', 'humor', 'classics', 'short-stories', 'young-adult', 'dark', 'picture-books', 'poetry'}"
6427,major frank,"{'romance', 'history', 'roman', 'literature', 'fiction', '20th-century', 'school', 'read-for-school'}"
6428,shenanigans at sugar creek,"{'christian', 'mystery', 'classics', 'religion', 'amazon', 'fiction', 'comedy', 'childrens', 'non-fiction', 'historical'}"
6429,massacres of the south ,"{'crime', 'history', 'fiction', 'non-fiction', 'american', 'historical'}"
6430,critical period american history,"{'history', 'non-fiction'}"
6431,mesmith,"{'contemporary', '21st-century', 'biography', 'writing', 'travel', 'literature', 'fiction', 'essays', 'memoir', 'music', 'non-fiction', 'unfinished', 'poetry', 'adult', 'american', 'art'}"
6432,starmans quest,"{'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'childrens', 'young-adult', 'speculative-fiction', 'coming-of-age'}"
6433,love of brothers,{'contemporary'}
6434,border ghost stories,"{'short-stories', 'supernatural', 'horror', 'fiction'}"
6435,a history of english literature,"{'history', 'biography', 'reference', 'literature', 'war', 'non-fiction', 'poetry', 'college', 'art'}"
6436,prometheus seven against thebes,"{'classics', 'religion', 'reference', 'mythology', 'literature', 'sports', 'fiction', 'drama', 'plays'}"
6437,the orchard of tears,"{'classics', 'science-fiction', 'mystery'}"
6438,the last evolution,"{'classics', 'science-fiction', 'speculative-fiction', 'short-stories', 'fiction', '20th-century', 'adult', 'non-fiction'}"
6439,a scientist rises,"{'short-stories', '20th-century', 'science-fiction', 'fiction'}"
6440,that girl montana,"{'classics', 'historical'}"
6441,a wayfarer in china,"{'fiction', 'history', 'travel', 'non-fiction'}"
6442,lectures on the french revolution,"{'romance', 'history', 'action', 'philosophy', 'fiction', 'politics', '20th-century', 'essays', 'war'}"
6443,de nachtegaal,"{'romance', 'contemporary', 'literary-fiction', 'history', 'family', 'novels', 'fiction', 'historical-fiction', 'war', 'adult-fiction', 'unfinished', 'adult', 'drama', 'historical'}"
6444,de vroolijke tocht,"{'fiction', 'roman'}"
6445,unthinkable,"{'contemporary', 'biography', 'suspense', 'novels', 'fiction'}"
6446,the girls of st olaves,{'short-stories'}
6447,dr e luz,"{'picture-books', 'fiction', 'childrens', 'school', 'poetry'}"
6448,the confession of faith,"{'theology', 'christian'}"
6449,the new theology,"{'christian', 'religion', 'reference', 'philosophy', 'non-fiction', 'theology'}"
6450,on the equator,"{'history', 'memoir', 'travel'}"
6451,a handful of stars,"{'contemporary', 'middle-grade', 'teen', 'animals', 'family', 'realistic-fiction', 'fiction', 'childrens', 'young-adult', 'school', 'non-fiction', 'coming-of-age', 'art'}"
6452,political equality series,"{'philosophy', 'politics', 'school', 'non-fiction'}"
6453,change in the village,{'history'}
6454,masterpieces of mysterydetective,"{'short-stories', 'mystery'}"
6455,hampton court,"{'roman', 'novels', 'literature', 'fiction', '20th-century'}"
6456,bones in london,"{'adventure', 'crime', 'mystery', 'classics', 'action', 'novels', 'short-stories', 'fiction', '20th-century', 'historical'}"
6457,the peace negotiations,"{'politics', 'crime'}"
6458,cobwebs from a library corner,"{'classics', 'poetry', '20th-century'}"
6459,despedidas ,"{'contemporary', 'romance', 'literary-fiction', 'drama', 'roman', 'classics', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'historical-fiction', 'unfinished'}"
6460,agulha em palheiro,{'fiction'}
6461,the seven secrets,"{'adventure', 'mystery', 'suspense', 'novella', 'mystery-thriller', 'literature', 'fiction', 'historical-fiction', 'thriller', 'historical'}"
6462,hannibal,"{'history', 'biography', 'roman', 'historical-romance', 'fiction', 'historical-fiction', 'war', '20th-century', 'non-fiction', 'historical'}"
6463,across the equator,{'non-fiction'}
6464,learning to fly,"{'contemporary', 'teen', 'mystery', 'suspense', 'family', 'mystery-thriller', 'fiction', 'realistic-fiction', 'adult-fiction', 'thriller', 'young-adult', 'relationships', 'american'}"
6465,la force,"{'romance', 'history', 'feminism', 'biography', 'roman', 'classics', 'writing', 'philosophy', 'fiction', 'literature', '20th-century', 'memoir', 'non-fiction', 'unfinished'}"
6466,aunt jos scrapbag vi,"{'picture-books', 'christmas', 'history', 'classics', 'family', 'sports', 'literature', 'fiction', 'historical-fiction', 'short-stories', 'childrens', 'young-adult', 'american', 'historical', 'humor'}"
6467,the works of lord byron vol ,"{'classics', 'modern', 'literature', 'essays', 'memoir', 'non-fiction', 'drama', 'poetry'}"
6468,two years with the natives,"{'history', 'biography'}"
6469,stephen arnold douglas,"{'history', 'biography', 'classics', 'fiction', 'politics', 'american'}"
6470,raleigh,"{'romance', 'contemporary', 'chick-lit', 'sports', 'fiction', 'college', 'contemporary-romance', 'new-adult'}"
6471,the importance of the proofreader,{'writing'}
6472,hilaire belloc,{'non-fiction'}
6473,the jupiter weapon,"{'romance', 'action', 'science-fiction', 'short-stories', 'fiction', 'war'}"
6474,the man in the iron mask,"{'romance', 'adventure', 'middle-grade', 'mystery', 'classics', 'literature', 'fiction', 'historical-fiction', 'childrens', 'adult', 'historical'}"
6475,the birthright,"{'mystery', 'suspense', 'science-fiction', 'death', 'fantasy', 'paranormal', 'amazon', 'young-adult', 'school', 'magic'}"
6476,eight keys to eden,"{'classics', 'science-fiction', 'literature', 'fiction', 'philosophy', 'science'}"
6477,english utilitarians volume i,"{'philosophy', 'biography'}"
6478,flores do campo,{'classics'}
6479,the library of william congreve,"{'history', 'biography', 'writing', 'classics', 'reference', 'fiction'}"
6480,the undersea tube,"{'short-stories', 'science-fiction'}"
6481,benita an african romance,"{'romance', 'adventure', 'history', 'mystery', 'classics', 'action', 'fantasy', 'novels', 'travel', 'fiction', 'philosophy', '20th-century', 'thriller', 'literature'}"
6482,christmas eve at swamps end,"{'short-stories', 'christmas', 'fiction'}"
6483,the brethren,"{'contemporary', 'literary-fiction', 'crime', 'mystery', 'suspense', 'mystery-thriller', 'novels', 'fiction', 'adult-fiction', 'unfinished', 'thriller', 'adult', 'drama', 'american', 'dark'}"
6484,how i write my novels,"{'amazon', 'writing'}"
6485,how to marry well,"{'short-stories', 'fiction', 'feminism', 'non-fiction'}"
6486,mithridate,"{'classics', 'science-fiction', 'fiction', 'read-for-school', '20th-century', 'historical-fiction', 'school', 'drama', 'plays'}"
6487,le sentier,"{'graphic-novels', 'historical', 'comics'}"
6488,york,"{'literary-fiction', '21st-century', 'history', 'family', 'travel', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', 'war', 'adult', 'non-fiction', 'unfinished', 'american', 'historical'}"
6489,the worlds desire,"{'romance', 'adventure', 'classics', 'science-fiction', 'fantasy', 'novels', 'amazon', 'fiction', 'historical-fiction', 'supernatural'}"
6490,dead world,"{'fiction', 'horror', 'science-fiction', 'dystopia'}"
6491,to mars via the moon,"{'science-fiction', '20th-century', 'science', 'non-fiction'}"
6492,the mahatma and the hare,"{'adventure', 'classics', 'animals', 'novella', 'fantasy', 'philosophy', 'short-stories', 'fiction'}"
6493,ricordi di londra,"{'classics', '20th-century', 'non-fiction'}"
6494,au bord du lac,{'contemporary'}
6495,the beginning,"{'contemporary', 'romance', 'teen', 'high-school', 'death', 'chick-lit', 'family', 'novels', 'realistic-fiction', 'fiction', 'adult-fiction', 'young-adult', 'contemporary-romance', 'non-fiction', 'drama', 'new-adult'}"
6496,the orchestral conductor,"{'amazon', 'reference', 'music', 'non-fiction'}"
6497,the lady from the sea,"{'romance', 'literary-fiction', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'school', 'non-fiction', 'drama', 'plays', 'college'}"
6498,the doers,"{'short-stories', 'poetry', 'literary-fiction'}"
6499,door het land der skipetaren,"{'adventure', 'classics', 'historical-romance', 'travel', 'fiction', '20th-century', 'childrens', 'young-adult', 'non-fiction', 'historical'}"
6500,the story of the prophet jonas,{'christian'}
6501,het verloren tooverland,"{'young-adult', 'roman'}"
6502,a book without a title,"{'classics', 'novels', 'philosophy', 'short-stories', 'fiction', 'essays', 'american', 'humor'}"
6503,master of the vineyard,"{'classics', 'romance'}"
6504,zologische philosophie,"{'romance', 'history', 'writing', 'sociology', 'classics', 'science-fiction', 'reference', 'philosophy', 'politics', 'science', 'essays', 'non-fiction', 'unfinished', 'theology'}"
6505,seek and find,"{'fiction', 'childrens', 'picture-books', 'school'}"
6506,the johnstown horror,{'history'}
6507,the devils paw,"{'adventure', 'mystery', 'classics', 'historical-romance', 'novels', 'fiction', '20th-century', 'thriller'}"
6508,het dichtste bij de zuidpool,"{'adventure', 'history', 'biography', 'classics', 'travel', 'fiction', 'historical-fiction', '20th-century', 'science', 'memoir', 'non-fiction', 'historical'}"
6509,oedipus king of thebes,"{'classics', 'plays', 'mythology'}"
6510,the  cia factbook,{'fiction'}
6511,the last of the mohicans,"{'adventure', 'middle-grade', 'history', 'classics', 'high-school', 'comics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'realistic-fiction', 'unfinished', 'american', 'historical'}"
6512,the panchronicon,"{'classics', 'historical-fiction', 'science-fiction'}"
6513,anthony lyveden,"{'adventure', 'classics', 'novels', 'literature', 'fiction'}"
6514,cleopatra,"{'romance', 'middle-grade', 'history', 'teen', 'historical-romance', 'family', 'fantasy', 'mythology', 'fiction', 'historical-fiction', 'adult-fiction', 'realistic-fiction', 'young-adult', 'historical'}"
6515,nobodys girl,"{'romance', 'contemporary', 'adventure', 'teen', 'action', 'chick-lit', 'travel', 'fiction', 'adult-fiction', 'realistic-fiction', 'young-adult', 'school', 'non-fiction', 'coming-of-age'}"
6516,romulus makers of history,"{'literary-fiction', 'education', 'history', 'biography', 'classics', 'mythology', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'historical'}"
6517,little folks october ,"{'short-stories', 'fiction'}"
6518,the mouse and the moonbeam,"{'short-stories', 'religion', 'fiction'}"
6519,five little peppers,"{'classics', 'fiction', 'historical-fiction', 'childrens', 'young-adult'}"
6520,mr stubbss brother,"{'suspense', 'non-fiction'}"
6521,life of st vincent de paul,"{'biography', 'classics', 'religion', 'fiction', 'non-fiction', 'spirituality'}"
6522,five oclock tea,"{'classics', 'fiction', 'comedy', 'historical-fiction', 'drama', 'american', 'plays', 'humor'}"
6523,the island pharisees,"{'literary-fiction', 'classics', 'novels', 'fiction', 'short-stories', 'non-fiction'}"
6524,the country house,"{'literary-fiction', 'classics', 'novels', 'literature', 'fiction', 'realistic-fiction', '20th-century', 'non-fiction'}"
6525,saudades,"{'romance', 'poetry'}"
6526,tolstoy on shakespeare,"{'history', 'writing', 'classics', 'religion', 'reference', 'literature', 'fiction', 'philosophy', '20th-century', 'essays', 'science', 'non-fiction', 'art'}"
6527,in court and kampong,"{'historical-fiction', 'history', 'non-fiction'}"
6528,fraternity,"{'romance', 'education', 'history', 'biography', 'religion', 'fiction', 'politics', 'adult', 'non-fiction', 'new-adult', 'coming-of-age', 'historical', 'college'}"
6529,the doomsman,"{'classics', 'science-fiction', 'novels', 'fiction', 'dystopia'}"
6530,city crimes,"{'crime', 'horror', 'mystery', 'comics', 'philosophy', 'graphic-novels', 'fiction'}"
6531,siberia manchuria by rail,"{'adventure', 'history', 'biography', 'travel', 'fiction', 'war', 'non-fiction'}"
6532,la condenada,{'novella'}
6533,the patrician,"{'classics', 'fiction', 'literature', 'novels'}"
6534,colonel carters christmas,"{'classics', 'fiction'}"
6535,popular education,"{'education', 'non-fiction'}"
6536,through finland in carts,"{'history', 'biography', 'classics', 'travel', 'memoir', 'non-fiction', 'historical'}"
6537,remarks on clarissa ,"{'literature', '20th-century', 'non-fiction'}"
6538,the american flag,"{'picture-books', 'history', 'mystery', 'fiction', 'childrens', 'non-fiction', 'read-for-school', 'art'}"
6539,the good soldier,"{'romance', 'literary-fiction', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'war', 'school'}"
6540,admiral farragut,"{'war', 'history', 'historical', 'non-fiction'}"
6541,revenge,"{'contemporary', 'literary-fiction', 'horror', 'crime', 'mystery', 'fantasy', 'mystery-thriller', 'sports', 'literature', 'short-stories', 'fiction', 'adult-fiction', 'thriller', '20th-century', 'adult', 'novels', 'theology', 'dark'}"
6542,buenos aires ,"{'contemporary', 'crime', 'mystery', 'novella', 'mystery-thriller', 'short-stories', 'fiction', 'thriller', 'adult', 'non-fiction', 'theology'}"
6543,der fliegende hollaender,"{'romance', 'history', 'classics', 'fantasy', 'mythology', 'fiction', 'read-for-school', 'music', 'school', 'drama', 'poetry', 'plays', 'college', 'art'}"
6544,the battaile of agincourt,"{'poetry', '20th-century', 'historical'}"
6545,once on a time,"{'classics', 'science-fiction', 'fantasy', 'novels', 'fiction', '20th-century', 'childrens', 'young-adult', 'read-for-school', 'humor'}"
6546,le roman comique,"{'romance', 'roman', 'classics', 'science-fiction', 'literature', 'fiction', '20th-century', 'read-for-school', 'humor'}"
6547,jewel,"{'contemporary', 'literary-fiction', 'family', 'chick-lit', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', 'realistic-fiction', 'adult', 'drama'}"
6548,philosophy of education,"{'education', 'literary-fiction', 'feminism', 'sociology', 'philosophy', 'fiction', 'comedy', 'science', 'non-fiction', 'read-for-school', 'new-adult'}"
6549,vital ingredient,"{'short-stories', 'science-fiction', 'sports'}"
6550,the silver lining,"{'romance', 'contemporary', 'chick-lit', 'contemporary-romance', 'adult', 'business'}"
6551,darius the great,"{'history', 'historical', 'biography', 'non-fiction'}"
6552,kerkhofblommen,{'classics'}
6553,the wind in the willows,"{'adventure', 'middle-grade', 'classics', 'animals', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'childrens', 'young-adult', 'school', 'humor'}"
6554,just so stories,"{'adventure', 'middle-grade', 'picture-books', 'classics', 'animals', 'fantasy', 'mythology', 'literature', 'fiction', 'short-stories', '20th-century', 'childrens', 'young-adult', 'school', 'poetry', 'novels', 'theology', 'humor'}"
6555,feuerbach,"{'history', 'sociology', 'classics', 'religion', 'philosophy', 'fiction', 'politics', '20th-century', 'essays', 'non-fiction', 'college'}"
6556,celtic magazine december ,"{'classics', 'history', 'historical'}"
6557,zwei prager geschichten,"{'history', 'novels', 'literature', 'short-stories', 'fiction', '20th-century', 'essays', 'historical-fiction'}"
6558,juggernaut,"{'adventure', 'action', 'mystery-thriller', 'fiction', 'thriller'}"
